1567,1485,0
496,1173,1
1341,461,1
1274,5274,0
394,4459,0
1968,2088,1
1335,1689,1
5626,1583,0
911,1584,1
722,5676,0
7060,3447,0
900,889,1
7329,3360,1
2811,2670,1
479,784,0
6757,3365,1
1290,3448,0
1113,7632,1
1544,1288,0
1374,5785,0
4877,4486,0
502,4381,0
283,921,1
2382,5658,0
1120,5359,1
823,2182,1
823,3369,1
996,8766,0
1445,5099,1
636,2554,0
752,216,0
6395,1128,0
655,1234,1
1402,3363,1
814,3255,0
929,2802,1
255,9103,0
418,4430,0
1451,3480,1
1504,3848,0
4242,3460,1
2863,3330,1
7195,5681,0
596,4518,1
870,3352,0
334,375,0
392,1358,0
1120,1806,1
2714,1502,1
969,1743,1
1334,680,0
1264,4429,0
4926,161,0
7070,3416,0
1321,680,0
474,1543,0
1335,1007,1
2733,4407,1
714,249,0
1180,3488,0
846,2394,1
638,326,1
714,1173,0
1144,4432,1
931,952,1
1097,1827,1
1021,5113,0
1424,210,0
6403,1568,0
2620,3332,0
822,5581,0
1379,4532,1
2133,5321,0
1452,4485,0
359,3323,1
359,3315,1
7074,1372,0
743,161,0
910,7641,1
1498,1054,1
1393,381,0
1594,213,1
2261,2670,0
1380,2429,0
1346,153,1
1297,1252,1
359,3276,1
907,5526,0
1456,393,1
426,1496,0
441,4744,0
7023,5658,0
1180,5533,0
1396,3352,1
1341,4430,1
1048,7474,1
1473,5493,1
1101,5247,1
7006,1120,0
1280,8766,1
1469,3463,0
7454,1693,0
1587,1976,0
4759,16,1
660,9151,1
1473,3835,1
2921,1955,0
1404,1793,0
958,3396,1
392,175,0
940,1964,1
709,3362,1
931,428,1
613,1171,0
6870,7612,0
692,1040,1
3118,785,0
550,5147,1
3494,4369,0
765,2483,0
1027,1097,0
1445,845,1
596,2159,1
418,4429,1
270,4744,1
2743,1949,1
2937,3113,1
1485,1079,0
2872,2243,0
1262,353,0
5680,5726,0
638,120,1
707,7638,1
511,3409,0
1506,2495,0
1605,5211,1
1485,7485,0
1225,314,0
1482,5213,1
1432,5182,0
1161,4297,0
8355,405,0
1097,5598,0
2883,2094,1
1294,858,0
103,1308,1
1420,4334,0
1047,939,0
1007,4507,0
862,8470,1
1350,4570,0
1421,7638,0
2570,3318,1
1320,3460,0
679,277,1
1203,504,1
1120,7612,1
1516,2219,1
170,479,0
1075,2657,1
1586,7615,0
1449,3336,1
1321,880,1
1201,5172,0
1180,3401,0
931,2098,1
2095,516,0
1539,1949,0
396,184,1
394,2530,0
393,7608,1
4080,5189,0
4241,2230,1
502,1891,0
418,3366,1
1101,5295,1
1522,2768,1
846,1131,1
472,5544,0
5691,7624,1
7329,2716,1
646,747,0
622,2512,0
532,5785,1
4241,1659,1
1296,4872,1
1131,3576,0
1075,2657,1
2787,5166,1
1006,2770,0
84,5172,1
1866,1111,0
2133,1646,0
615,2644,0
499,1825,0
7056,5353,0
7348,3298,1
446,7613,1
292,4257,0
846,3306,1
1432,350,1
554,2655,1
2872,5240,0
3376,446,0
418,153,1
732,2167,0
508,990,0
1113,83,1
723,3608,0
1007,5779,0
1215,5545,0
983,1126,0
794,1364,1
7195,7437,0
1584,8743,0
26,9781,1
1344,5129,0
496,2156,1
1279,1032,1
581,4540,1
479,5679,1
1379,4532,1
1068,1037,0
1120,7612,1
496,3258,1
334,2303,0
1445,162,1
272,23,0
1432,5789,1
21,5664,1
551,3121,0
1407,1771,0
605,1670,1
693,49,0
444,459,1
864,8431,1
862,3389,1
393,2073,1
715,4524,1
1296,3890,1
1420,1964,0
393,5742,1
1397,263,0
472,5102,0
292,1638,1
838,2183,0
1137,1043,0
2580,2791,0
958,3396,1
4080,986,0
881,5742,0
550,846,1
763,1381,0
1171,2947,1
910,5482,0
7067,3412,0
4926,4297,1
6757,3359,1
723,2235,0
2805,3992,0
2570,3299,1
414,1363,1
496,1545,1
1252,300,0
6606,1693,0
1522,973,1
1134,4381,0
393,421,1
756,1831,0
2580,1171,0
1404,2655,1
1327,2120,1
1048,851,1
1577,3328,0
652,5516,0
1487,7607,0
3284,5178,0
679,4163,1
1042,5140,1
1280,8766,1
1582,5740,0
3284,3067,0
1761,682,0
6757,1037,1
762,1614,1
1208,3195,1
4080,7485,0
1554,1261,0
622,236,0
2805,1938,1
931,1227,1
754,52,1
433,3268,1
953,1427,1
1554,2644,0
1711,3618,0
828,126,0
754,1826,0
359,9788,1
1451,3383,1
4242,3308,1
334,1032,1
2133,2451,0
597,922,1
396,5147,1
1125,3424,1
701,4356,0
2261,3276,0
909,1017,0
472,3526,0
3419,3361,1
1522,973,1
916,2303,0
1660,8281,1
636,4053,0
2382,1463,0
654,1261,1
873,5290,0
597,3260,1
226,423,0
1442,5183,1
2573,481,0
913,5586,0
1543,3748,0
5697,1054,1
4803,2549,0
1501,161,1
836,5289,1
539,520,1
4242,5535,1
1568,683,1
953,5199,1
74,2198,1
3939,1432,1
763,3991,0
906,113,0
1418,1095,1
1381,113,1
1181,1650,0
534,764,1
1504,250,0
1558,2179,0
1397,3484,0
885,5094,0
228,3695,1
584,2720,1
961,3316,1
3442,4257,0
538,217,0
3284,3126,0
660,9151,1
1057,3601,1
4103,2749,1
1400,4298,1
444,218,0
1202,3422,0
7056,500,0
1296,4872,1
1074,764,1
1488,4474,1
365,2619,1
7195,1106,0
775,3348,0
1296,2130,1
6757,3332,1
366,1847,0
1582,8478,0
6395,3255,0
1554,5527,0
1492,903,1
2810,1847,0
1023,1272,1
2689,168,1
596,556,1
1275,350,0
432,5123,0
2570,3356,1
446,337,1
660,2103,0
1035,4350,1
754,2167,0
6124,1334,0
3144,880,1
649,5683,1
3118,5276,0
496,1891,1
1396,3450,1
1113,1285,1
1973,2555,0
885,2802,1
844,263,1
7060,1646,0
2261,9777,0
4503,2128,0
8354,2493,0
84,5241,1
715,942,1
368,3386,1
1102,5150,0
126,1993,0
1473,3437,1
705,2088,1
4314,5379,1
961,5553,1
931,17,1
691,462,1
1189,2495,0
743,1550,0
1394,4336,1
541,500,0
4759,883,1
2704,1919,0
1268,1319,1
1099,4368,0
844,263,1
958,3399,1
1181,5656,0
1400,1564,1
958,3383,1
1440,1363,1
688,631,1
1127,2457,0
649,5681,1
1642,1581,1
1264,2535,0
1334,4534,0
4071,1614,1
4010,3748,0
4242,5535,1
2689,392,1
1330,889,1
2921,829,0
504,5499,1
1586,984,1
3079,5137,1
2570,2691,1
2937,2227,1
968,633,0
448,3393,0
1973,810,1
283,1591,0
766,1245,0
2883,5167,1
359,1372,1
394,1064,0
573,2322,1
1501,161,1
691,5664,0
995,2089,0
1358,2956,0
715,858,1
891,2233,1
1192,1267,0
1085,4356,0
123,71,1
679,3306,1
1536,2691,0
862,3300,1
573,1581,0
246,9449,0
1214,3340,1
507,1403,1
951,503,1
